fee_quartile,n,churned,churn_rate,ci_low,ci_high,small_group
Q1,1762,198,0.1123723042,0.0984609496123,0.127970170137,False
Q2,1766,434,0.245753114383,0.226239390262,0.266370529386,False
Q3,1757,659,0.375071143995,0.352728948166,0.397958430416,False
Q4,1758,578,0.328782707622,0.307217186263,0.351094861631,False
